,weekday,prop,std
4,Mon,0.149383181415,0.0614975854352
3,Tue,0.161067047294,0.063492192816
0,Wed,0.17938620854,0.0588897211202
2,Thu,0.175614068641,0.0608369234378
5,Fri,0.162669888101,0.0567403210671
6,Sat,0.0867392592697,0.0554059481126
1,Sun,0.0851403467387,0.0639654798391
