,weekday,prop,std
4,Mon,0.16034145723,0.132129413176
3,Tue,0.15819584703,0.156300418628
0,Wed,0.12483003753,0.0795295474958
2,Thu,0.128196301394,0.100305441706
5,Fri,0.134116061099,0.117686000418
6,Sat,0.134833379562,0.0982021263236
1,Sun,0.159486916155,0.123225483848
