,followers,following,accountreputation,CDFx,CDFy
129,2996,3119,0.489942763696,0.857142857143,0.424342105263
130,755,765,0.496710526316,0.857401375317,0.427631578947
131,1072,1587,0.403159082362,0.860759493671,0.430921052632
132,664,625,0.515128006206,0.863636363636,0.434210526316
133,9724,1270,0.88448244497,0.869302137959,0.4375
134,43136,121,0.99720276487,0.876221498371,0.440789473684
135,8742,0,1.0,0.88,0.444078947368
136,59,80,0.424460431655,0.88448244497,0.447368421053
137,1793,17,0.990607734807,0.890909090909,0.450657894737
138,31,215,0.126016260163,0.900426742532,0.453947368421
139,798,872,0.477844311377,0.902874902875,0.457236842105
140,46,208,0.181102362205,0.91046386192,0.460526315789
141,9,0,1.0,0.918032786885,0.463815789474
142,8013,7452,0.518137730359,0.923959218352,0.467105263158
143,2881,3,0.998959778086,0.929775171065,0.470394736842
144,2486,2428,0.505901505902,0.933333333333,0.473684210526
145,792,759,0.510638297872,0.936236391913,0.476973684211
146,851,870,0.494479953515,0.936555891239,0.480263157895
147,815,789,0.508104738155,0.944444444444,0.483552631579
148,1263,1318,0.489345215033,0.948717948718,0.486842105263
149,16346,15490,0.513443899987,0.95,0.490131578947
150,356,407,0.466579292267,0.950957496497,0.493421052632
151,2175,179,0.923959218352,0.952533011133,0.496710526316
152,821,877,0.483510011779,0.955417504111,0.5
153,336,1,0.99703264095,0.955974842767,0.503289473684
154,64,448,0.125,0.958333333333,0.506578947368
155,12110,372,0.970197083801,0.959879638917,0.509868421053
156,1954,0,1.0,0.963076923077,0.513157894737
157,526,277,0.65504358655,0.968089151481,0.516447368421
158,16,3,0.842105263158,0.968137254902,0.519736842105
159,14,0,1.0,0.970197083801,0.523026315789
160,2663,4,0.998500187477,0.971807628524,0.526315789474
161,108975,105,0.99903740374,0.974652493868,0.529605263158
162,3173,3620,0.467098483733,0.974747474747,0.532894736842
163,741,391,0.654593639576,0.977678571429,0.536184210526
164,4738,788,0.857401375317,0.979725700656,0.539473684211
165,697,3,0.995714285714,0.979949874687,0.542763157895
166,1630,659,0.712101354303,0.980392156863,0.546052631579
167,25764,0,1.0,0.980952380952,0.549342105263
168,100,0,1.0,0.982300884956,0.552631578947
169,28,9,0.756756756757,0.982389937107,0.555921052632
170,879,3,0.996598639456,0.982456140351,0.559210526316
171,425,1,0.99765258216,0.985294117647,0.5625
172,3526,3572,0.496759650606,0.986057538013,0.565789473684
173,1877,1937,0.492134242265,0.987012987013,0.569078947368
174,22947,27,0.998824758423,0.987087517934,0.572368421053
175,1082,0,1.0,0.987152034261,0.575657894737
176,50,1,0.980392156863,0.987155963303,0.578947368421
177,1192,31,0.974652493868,0.987398678564,0.582236842105
178,699,0,1.0,0.987619583568,0.585526315789
179,4266,2987,0.588170412243,0.987769784173,0.588815789474
180,127,94,0.574660633484,0.988405797101,0.592105263158
181,1023,7,0.993203883495,0.988785046729,0.595394736842
182,8893,7,0.999213483146,0.989323843416,0.598684210526
183,313,12,0.963076923077,0.990607734807,0.601973684211
184,111,2,0.982300884956,0.990976539001,0.605263157895
185,984,1375,0.417125900805,0.99172739807,0.608552631579
186,1902,1878,0.503174603175,0.991769547325,0.611842105263
187,1552,0,1.0,0.991935483871,0.615131578947
188,1768,1797,0.495932678822,0.992305433905,0.618421052632
189,10423,11773,0.469589115156,0.992366412214,0.621710526316
190,18246,4,0.999780821918,0.992424242424,0.625
191,2901,3,0.998966942149,0.992565055762,0.628289473684
192,2877,1253,0.696610169492,0.992895442359,0.631578947368
193,169,1,0.994117647059,0.993203883495,0.634868421053
194,23779,1796,0.929775171065,0.993344425957,0.638157894737
195,4102,0,1.0,0.993975903614,0.641447368421
196,7648,10,0.998694176025,0.994117647059,0.644736842105
197,28992,370,0.987398678564,0.994230769231,0.648026315789
198,1634,2167,0.429886871876,0.994232987313,0.651315789474
199,174912,101,0.999422900013,0.994736842105,0.654605263158
200,98,67,0.593939393939,0.995714285714,0.657894736842
201,6462,1,0.999845273093,0.995826812728,0.661184210526
202,4593,11,0.997610773241,0.996134020619,0.664473684211
203,1400,0,1.0,0.996324014968,0.667763157895
204,7395,8353,0.469583439167,0.996598639456,0.671052631579
205,708,0,1.0,0.996894409938,0.674342105263
206,2763,1706,0.618259118371,0.996941896024,0.677631578947
207,688,9,0.987087517934,0.99703264095,0.680921052632
208,27300,27447,0.498657460683,0.997198879552,0.684210526316
209,343,42,0.890909090909,0.99720276487,0.6875
210,6949,4930,0.584981900833,0.997473152243,0.690789473684
211,11374,66,0.994230769231,0.997540800358,0.694078947368
212,6352,0,1.0,0.997587454765,0.697368421053
213,62,68,0.476923076923,0.997610773241,0.700657894737
214,1557,0,1.0,0.99762695776,0.703947368421
215,1134,1612,0.412964311726,0.997634255974,0.707236842105
216,4462,11,0.997540800358,0.99765258216,0.710526315789
217,9,2,0.818181818182,0.998063303946,0.713815789474
218,736,985,0.427658338175,0.998207885305,0.717105263158
219,260,2,0.992366412214,0.998500187477,0.720394736842
220,11280,0,1.0,0.998516320475,0.723684210526
221,4570,0,1.0,0.998526160648,0.726973684211
222,14020,0,1.0,0.998694176025,0.730263157895
223,12011,8811,0.57684180194,0.998694857739,0.733552631579
224,81117,629,0.992305433905,0.998783454988,0.736842105263
225,465,734,0.387823185988,0.998824758423,0.740131578947
226,138,156,0.469387755102,0.998850574713,0.743421052632
227,4175,0,1.0,0.998959778086,0.746710526316
228,321,1,0.996894409938,0.998966942149,0.75
229,1534,2180,0.413031771675,0.99903740374,0.753289473684
230,45263,167,0.996324014968,0.999114260407,0.756578947368
231,443,496,0.471778487753,0.999170353982,0.759868421053
232,8250,0,1.0,0.999213483146,0.763157894737
233,41956,54347,0.435666593979,0.999236252546,0.766447368421
234,21359,8486,0.715664265371,0.999286733238,0.769736842105
235,111,6,0.948717948718,0.999353378597,0.773026315789
236,356,1,0.997198879552,0.999422900013,0.776315789474
237,11037,550,0.952533011133,0.999437570304,0.779605263158
238,66,9,0.88,0.999762977009,0.782894736842
239,482,4,0.991769547325,0.999780821918,0.786184210526
240,756,4,0.994736842105,0.999829584185,0.789473684211
241,1755,22,0.987619583568,0.999845273093,0.792763157895
242,538,7,0.987155963303,0.999879793244,0.796052631579
243,165,1,0.993975903614,0.9999005371,0.799342105263
244,970,1333,0.421189752497,0.999932132071,0.802631578947
245,6084,5396,0.529965156794,0.999948301711,0.805921052632
246,2256,2,0.999114260407,0.99998459951,0.809210526316
247,406,348,0.538461538462,0.999990205968,0.8125
248,47926,186,0.996134020619,1.0,0.815789473684
249,731,1153,0.388004246285,1.0,0.819078947368
250,461,6,0.987152034261,1.0,0.822368421053
251,4391,0,1.0,1.0,0.825657894737
252,233,0,1.0,1.0,0.828947368421
253,5229,244,0.955417504111,1.0,0.832236842105
254,597,4,0.993344425957,1.0,0.835526315789
255,303,293,0.508389261745,1.0,0.838815789474
256,718,0,1.0,1.0,0.842105263158
257,13623,0,1.0,1.0,0.845394736842
258,938,0,1.0,1.0,0.848684210526
259,486675,0,1.0,1.0,0.851973684211
260,21467,0,1.0,1.0,0.855263157895
261,266,230,0.536290322581,1.0,0.858552631579
262,33098,1091,0.968089151481,1.0,0.861842105263
263,7774,0,1.0,1.0,0.865131578947
264,1691,0,1.0,1.0,0.868421052632
265,4401,0,1.0,1.0,0.871710526316
266,978,3,0.996941896024,1.0,0.875
267,844,83,0.91046386192,1.0,0.878289473684
268,869,1,0.998850574713,1.0,0.881578947368
269,14826,135,0.990976539001,1.0,0.884868421053
270,1594,0,1.0,1.0,0.888157894737
271,732,0,1.0,1.0,0.891447368421
272,557,1,0.998207885305,1.0,0.894736842105
273,3172,773,0.804055766793,1.0,0.898026315789
274,1802,981,0.647502694934,1.0,0.901315789474
275,10053,1,0.9999005371,1.0,0.904605263158
276,198,171,0.536585365854,1.0,0.907894736842
277,586,535,0.522747546833,1.0,0.911184210526
278,2024,0,1.0,1.0,0.914473684211
279,2480,0,1.0,1.0,0.917763157895
280,1046,0,1.0,1.0,0.921052631579
281,135,99,0.576923076923,1.0,0.924342105263
282,827,2,0.997587454765,1.0,0.927631578947
283,1266,140,0.900426742532,1.0,0.930921052632
284,902,978,0.479787234043,1.0,0.934210526316
285,12835,5159,0.713293319996,1.0,0.9375
286,797,0,1.0,1.0,0.940789473684
287,1241,1164,0.516008316008,1.0,0.944078947368
288,64932,1,0.99998459951,1.0,0.947368421053
289,1204,1909,0.386765178285,1.0,0.950657894737
290,2715,625,0.812874251497,1.0,0.953947368421
291,3925,3,0.999236252546,1.0,0.957236842105
292,170,60,0.739130434783,1.0,0.960526315789
293,50,32,0.609756097561,1.0,0.963815789474
294,19342,1,0.999948301711,1.0,0.967105263158
295,7407,53,0.992895442359,1.0,0.970394736842
296,142,0,1.0,1.0,0.973684210526
297,22702,13028,0.635376434369,1.0,0.976973684211
298,1319,1831,0.41873015873,1.0,0.980263157895
299,651362,9210,0.986057538013,1.0,0.983552631579
300,249641,0,1.0,1.0,0.986842105263
301,767,1603,0.323628691983,1.0,0.990131578947
302,262,0,1.0,1.0,0.993421052632
303,781,14,0.982389937107,1.0,0.996710526316
